mensaje,label
"¡¡ALERTA DE CUENTA BANCARIA!! Se detectó actividad sospechosa. Verifique su identidad ahora en www.banco-seguridad-online-urgente.com/cliente/verificacion o su cuenta será bloqueada en 24h. Caso #789123. No responda este email. Soporte: seguridad@bancoseguro-alerta.com",spam
"Recordatorio: El pago de la cuota #12 de su crédito vehicular ($1,456,200) vence el 15/12. Puede pagar en https://pagos.banco.com/creditos, cajeros o sucursales. Evite recargos por mora. Consultas: creditos@banco.com o línea 018000-123456. Gracias por su puntualidad.",ham
"¡¡NUEVO TRATAMIENTO CAPILAR!! Recupere su cabello en 30 días o le devolvemos su dinero. Fórmula exclusiva con 92% de efectividad. Pedidos en www.crecimiento-capilar-express.com/envio24h. WhatsApp atención médica: +57-310-555-4567. ¡No más complejos! Garantía escrita.",spam
"Notificación legal: El contrato de arrendamiento #789456 vence el 31/12. Para renovación, presentarse en la oficina (Calle 78 #12-45) antes del 20/12 con documento de identidad y últimos 3 recibos de pago. Consultas: arrendamientos@inmobiliariaabc.com. Horario: L-V 9am-4pm.",ham
"¡¡GANE $100 USD POR ENCUESTA!! Solo 10 minutos de su tiempo. Registrese en www.encuestas-premiun.com/registro-hoy y comience a ganar. Pago inmediato via PayPal o Western Union. ¡Más de 50,000 usuarios satisfechos! Soporte: soporte@encuestas-premiun.com. ¡Dinero fácil y rápido!",spam
"Estimado asociado: La junta directiva se complace en invitarlo a la cena de gala anual el 18/12 a las 19:30 hrs en el Club Social (Salón Diamante). Confirmar asistencia antes del 10/12 a eventos@asociacionprofesional.org. Código de vestir: formal. Menú especial disponible (indicar requerimientos).",ham
"¡¡CUPOS LIMITADOS!! Curso de trading garantiza $5,000 USD mensuales. Clases en vivo + señales exclusivas. Precio normal $1,990, HOY $297. Inscríbase ahora en www.trading-ganancias-seguras.com/curso-express. Mentores certificados. Soporte 24/7: info@trading-ganancias.com. ¡Su libertad financiera comienza aquí!",spam
"Información importante sobre su reserva #789123 en Restaurante Gourmet: Fecha confirmada 15/12 a las 20:00 hrs para 4 personas. Llegar 10 mins antes. Cancelaciones con 24h de anticipación al 555-7890 o reservas@restaurantegourmet.com. Menú degustación disponible con reserva previa. ¡Gracias por su preferencia!",ham
"¡¡SUSCRIPCIÓN GRATIS A HBO MAX POR 1 AÑO!! Solo haz clic en www.hbomax-premios-gratis.com/claim y completa tu registro. Oferta exclusiva para los primeros 100 usuarios. No necesitas tarjeta de crédito. Contacto: soporte@hbomax-premios.com. ¡Date prisa antes que se agote!",spam
"Recordatorio de mantenimiento: Su vehículo (Placa ABC123) tiene programado servicio de 30,000 km el 12/12 en Concesionario Oficial (Cra 68 #45-21). Tiempo estimado: 3 horas. Incluye cambio de aceite y 25 puntos de revisión. Confirmar asistencia al 555-4567 o servicio@concesionariooficial.com.",ham
"¡¡OFERTA DE ÚLTIMO MINUTO!! Timeshare en Cancún 7 días/6 noches por solo $399 (valor real $3,500). Incluye vuelos. Reserva antes del 10/12 en www.vacaciones-premium.com/oferta-cancun. Contacto: vacaciones@resorts-premium.com. ¡Aproveche esta oportunidad única para unas vacaciones inolvidables!",spam
"Notificación académica: La ceremonia de graduación será el 20/12 a las 10:00 hrs en el Auditorio Principal. Recoger toga y birrete el 18-19/12 en Secretaría Académica. Confirmar asistencia a graduacion2023@universidad.edu.co. Invitados limitados: máximo 3 por graduando. ¡Felicidades!",ham
"¡¡TARJETAS DE CRÉDITO CLONADAS 100% FUNCIONALES!! Con saldo hasta $10,000 USD. Método seguro y anónimo. Pedidos en www.tarjetas-clon-premium.cc/ordenar. Soporte técnico: admin@tarjetas-clon-premium.cc. ¡Dinero fácil y rápido! No se requiere identificación. Entrega en 24-48 horas.",spam
"Estimado paciente: Su cita con el Dr. Rodríguez (Cardiología) ha sido reprogramada para el 14/12 a las 11:15 hrs. Llegar 20 mins antes para trámites. Dirección: Edificio Médico Sur, piso 5. Cancelaciones con 48h de anticipación al 555-1234 ext. 5 o citas@medicosur.com. Gracias por su comprensión.",ham
"¡¡LLAMADO URGENTE DEL SERVICIO DE IMPUESTOS!! Hay un reembolso de $8,456 pendiente por cobrar. Complete sus datos en www.impuestos-reembolsos-oficial.com/claim antes del 15/12. Caso #456123. Contacto: reembolsos@servicio-impuestos-respuesta.com. ¡No pierda este beneficio fiscal!",spam
"Información importante: El agua será cortada por mantenimiento el 13/12 de 8am a 4pm en su sector. Almacene agua necesaria. Para emergencias, contacte a acueducto@ciudad.com.co o línea 164. Disculpe las molestias. Recuerde hervir el agua las primeras 24h después del restablecimiento.",ham
"¡¡APROVECHA LA OFERTA!! MasterClass exclusiva 'Cómo ganar $10,000 mensuales con TikTok'. Precio normal $297, HOY GRATIS solo primeros 50 inscritos. Regístrate ahora en www.tiktok-masterclass-premium.com/acceso. Mentores verificados. Contacto: info@tiktok-masterclass.com. ¡Tu futuro financiero está aquí!",spam
"Confirmación de cita: Servicio técnico para lavadora el 14/12 entre 1-5pm. Técnico asignado: Luis Ramírez (ID #789). Presentar factura de compra. Cancelaciones con 24h de anticipación al 555-7890 o servicio@tecnicoexpress.com. Garantía de 90 días en repuestos originales.",ham
"¡¡CRIPTOMONEDAS GARANTIZADAS!! Invierta en nuestro nuevo paquete Bitcoin Plus con retornos del 5% SEMANAL. Deposite desde $1,000 USD en www.bitcoin-plus-inversion-segura.com y reciba bono del 20%. Asesoría 24/7: inversion@bitcoin-plus.com. ¡Proteja su dinero de la inflación!",spam
"Recordatorio importante: La devolución de su depósito de arrendamiento ($5,000,000) está lista. Presentarse antes del 20/12 en la oficina (Calle 34 #56-78) con documento de identidad y copia del contrato. Consultas: administracion@inmobiliariaxyz.com. Horario: L-V 9am-3pm.",ham
"¡¡ALERTA DE SEGURIDAD APPLE ID!! Su cuenta será desactivada en 24h por actividad sospechosa. Verifique ahora en www.apple-id-seguridad.com/verificacion-urgente. Caso #789456. No ignore este mensaje o perderá acceso permanente a sus dispositivos. Soporte: seguridad@apple-id-soporte.com",spam
"Estimado cliente: Su pedido #789123 (3 libros de marketing digital) está listo para recoger en nuestra librería (Centro Comercial Gran Plaza, local 45). Horario de recogida: L-V 10am-8pm, S 10am-6pm. Presentar este email. Consultas: clientes@libreriaeducativa.com. Gracias por su compra.",ham
"¡¡TRABAJE PARA GOOGLE DESDE CASA!! Gane $3,500 USD mensuales evaluando resultados de búsqueda. No se requiere experiencia. Registro gratuito en www.google-empleos-remotos-vip.com/apply. Entrevista por Skype. Contacto: reclutamiento@google-work-from-home.com. ¡Oportunidad limitada a los primeros 100 aplicantes!",spam
"Notificación de renovación: Su dominio www.miempresa.com expira el 15/01/2024. Renueve ahora en https://dominiosseguros.com/micuenta para evitar la suspensión. Precio especial $15.99/año (normal $24.99). Soporte 24/7: soporte@dominiosseguros.com. Proteja su presencia en línea.",ham
"¡¡OFERTA EXCLUSIVA AMAZON PRIME!! 1 año GRATIS + $100 de crédito. Solo haz clic en www.amazon-prime-ofertas-especiales.com/claim y completa tu registro. Oferta válida hasta 15/12 o agotar cupos. Contacto: soporte@amazon-prime-ofertas.com. ¡No necesitas tarjeta de crédito!",spam
"Recordatorio de pago: La cuota #6 de su préstamo educativo ($456,200) vence el 15/12. Puede pagar en https://pagos.fondodeeducacion.gov.co, bancos autorizados o nuestras oficinas. Consultas: info@fondodeeducacion.gov.co o línea 018000-123456. Becas disponibles para buen desempeño académico.",ham
"¡¡NUEVO!! Cápsulas para memoria y concentración. Mejora un 300% en 15 días. Oferta lanzamiento: 3 meses por precio de 1 ($49.99). Envío gratis. Pedidos en www.saludcerebral-avanzada.com/producto. Asesoría médica incluida. Contacto: info@saludcerebral.com. ¡Potencia tu mente hoy mismo!",spam
"Confirmación de reserva: Tour 'Cafetero Express' para 2 personas el 16/12. Punto encuentro: Cra 15 #23-45 a las 7:30am. Incluye transporte, almuerzo y seguro. Llevar ropa cómoda y cámara. Cancelaciones con 48h de anticipación al 555-4567 o reservas@tourespress.com. ¡Buen viaje!",ham
"¡¡EMERGENCIA FAMILIAR!! Su sobrino Miguel está hospitalizado. Necesitamos transferir $3,000 USD urgentemente para tratamiento. Contacte al hospital: +1-305-555-7894 o email emergencias@hospital-miami-respuesta.com. Datos bancarios: Bank of America, Cuenta #456789123, SWIFT: BOFAUS3N. ¡AYUDA INMEDIATA!",spam
"Estimado cliente: Su garantía extendida para el refrigerador Samsung modelo RT56K será activada una vez complete el formulario en https://garantias.samsung.com/activate. Plazo: 3 años a partir de 15/12/2023. Consultas: garantias@samsung-support.com o línea 01800-1234567. Guarde este email como comprobante.",ham
"¡¡GANE UN VIAJE TODO PAGADO A PARÍS!! Complete la encuesta en www.viajes-premios-europa.com/encuesta y participe. Solo mayores de 18 años. Resultados el 30/12. Contacto: info@viajes-premios.com. ¡Hotel 5 estrellas + $2,000 USD en efectivo! No se requiere compra. ¡Suerte!",spam
"Notificación de seguridad: Se detectó un inicio de sesión a su cuenta Netflix desde Nueva York (IP: 192.158.1.38). Si no fue usted, cambie su contraseña ahora en https://account.netflix.com/security. Para asistencia: seguridad@netflix-support.com. Proteja su cuenta activando la verificación en dos pasos.",ham
"¡¡PRUEBA SECRETA DE PRODUCTOS Y GANE $500 POR ARTÍCULO!! Compañía global busca evaluadores. Registro gratuito en www.product-testing-premium.com/join. Pago semanal via PayPal. No se requiere experiencia. Contacto: reclutamiento@product-testers.com. ¡Oportunidad limitada a 200 participantes!",spam
"Recordatorio importante: Su póliza de seguro médico #789456 requiere actualización de beneficiarios antes del 31/12. Acceda al formulario en https://segurosalud.com/actualizacion o visite nuestras oficinas. Consultas: clientes@segurosalud.com o línea 01800-456789. Proteja a sus seres queridos.",ham
"¡¡NUEVO SERVICIO DE CITAS EXCLUSIVO!! Conoce solteros ricos en tu área. Perfiles verificados. Primer mes gratis. Regístrate ahora en www.citas-millonarias-premium.com/signup. Contacto: info@citas-millonarias.com. ¡Encuentra al amor de tu vida y mejora tu situación económica!",spam
"Confirmación de cita oftalmológica: 18/12 a las 10:45am con Dra. Martínez. Llegar 20 mins antes para pruebas preliminares. Dirección: Centro Médico Vista Clara, piso 3. Traer lentes actuales y gotas si usa. Cancelaciones con 48h de anticipación al 555-4567 o citas@vistaclara.com.",ham
"¡¡ALERTA DE VIRUS EN SU WINDOWS!! Detectamos 12 amenazas críticas. Descargue el antivirus urgente en www.windows-protect-now.com/scan. Versión PRO gratis por 24h. Contacto emergencias: help@windows-security-alert.com. ¡No ignore esta advertencia o perderá todos sus datos!",spam
"Estimado usuario: Su suscripción a Cloud Storage Professional se renovará automáticamente el 20/12 por $99.00/año. Para cancelar o cambiar plan, visite https://cloudstorage.com/account antes del 15/12. Consultas: billing@cloudstorage.com. Gracias por elegir nuestro servicio.",ham
"¡¡OFERTA DE ÚLTIMO MOMENTO!! MacBook Pro M2 1TB por solo $799 (valor $2,499). Stock extremadamente limitado. Compra segura en www.apple-discounts-official.com/blackfriday. Envío express gratis. Contacto: ventas@apple-discounts.com. ¡Solo hasta agotar existencias! No pierdas esta oportunidad.",spam
"Información académica: Las inscripciones para el semestre 2024-1 estarán abiertas del 10-20/12. Registro en https://portal.universidad.edu.co/admisiones. Requisitos: documento de identidad y recibo de pago. Consultas: admisiones@universidad.edu.co. Becas disponibles para estudiantes destacados.",ham
"¡¡LLAMADO URGENTE DEL BANCO CENTRAL!! Su cuenta tiene transferencia sospechosa de $8,750. Verifique ahora en www.banco-central-verificacion.com/cliente o será bloqueada en 24h. Caso #456789. No responda este email. Soporte: seguridad@banco-central-respuesta.com",spam
"Recordatorio: Su próxima cuota del crédito hipotecario ($2,456,780) vence el 15/12. Pague antes para evitar intereses moratorios. Opciones: transferencia, pago electrónico en https://bancosu.cr/pagos o sucursales. Consultas: hipotecas@bancosu.cr o línea 1800-123-4567.",ham
"¡¡NUEVO PRODUCTO REVOLUCIONARIO!! Crema anti-edad con resultados en 7 días. Elimina arrugas profundas. Oferta lanzamiento: 2x1. Pedidos en www.belleza-eterna.com/producto. Envíos discretos. Asesoría dermatológica gratis. Contacto: info@belleza-eterna.com. ¡Recupera tu juventud!",spam
"Confirmación de reserva: Cena romántica para 2 en Restaurante La Luna, 14/12 a las 20:00. Menú degustación con maridaje. Cancelaciones con 24h de anticipación al 555-1234 o reservas@laluna.com. Código de vestir: elegante casual. ¡Celebramos aniversarios con champán gratis!",ham
"¡¡ALERTA DE HACKEO FACEBOOK!! Tu cuenta será eliminada en 48h. Verifica tu identidad ahora en www.facebook-seguridad-perfiles.com/verificacion. Caso #789123. Contacto urgente: seguridad@facebook-perfiles.com. No ignores esta advertencia o perderás tu cuenta permanentemente.",spam
